source,target,neurosymbolic_score,confidence_label,path_distance,known_positive,ontology_path,explanation
RDV,BLockGame,0.08429106874672108,Weak,9,False,RDV --subClassOf--> Resource --domain(rev)--> hasName --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'RDV' (neuro-symbolic score: 0.084 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [RDV --subClassOf--> Resource --domain(rev)--> hasName --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
workplaceHomepage,BLockGame,0.08429106874672108,Weak,9,False,workplaceHomepage --domain--> SpatialThing --domain(rev)--> designLesson --range--> Lesson --range(rev)--> consists_of --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'workplaceHomepage' (neuro-symbolic score: 0.084 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [workplaceHomepage --domain--> SpatialThing --domain(rev)--> designLesson --range--> Lesson --range(rev)--> consists_of --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
leçon 9 du cours Programmation Orientée Objet,Motrain,0.08412827947101989,Weak,9,False,leçon 9 du cours Programmation Orientée Objet --comment(rev)--> Input_and_Output_Stream --consists_of(rev)--> ObjectOrientedProgramming --teaches(rev)--> Sara --has_user_account--> Sara_12 --member_of--> OOPTeachers --usergroup_of--> OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain,"The game element 'Motrain' is proposed as an exploratory suggestion for the topic 'leçon 9 du cours Programmation Orientée Objet' (neuro-symbolic score: 0.084 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [leçon 9 du cours Programmation Orientée Objet --comment(rev)--> Input_and_Output_Stream --consists_of(rev)--> ObjectOrientedProgramming --teaches(rev)--> Sara --has_user_account--> Sara_12 --member_of--> OOPTeachers --usergroup_of--> OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain]. 'Motrain' is an element related to 'Motrain'."
lesson 9 for the course Object Oriented Programming,Motrain,0.08412827947101989,Weak,9,False,lesson 9 for the course Object Oriented Programming --comment(rev)--> Input_and_Output_Stream --consists_of(rev)--> ObjectOrientedProgramming --teaches(rev)--> Sara --has_user_account--> Sara_12 --member_of--> OOPTeachers --usergroup_of--> OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain,"The game element 'Motrain' is proposed as an exploratory suggestion for the topic 'lesson 9 for the course Object Oriented Programming' (neuro-symbolic score: 0.084 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [lesson 9 for the course Object Oriented Programming --comment(rev)--> Input_and_Output_Stream --consists_of(rev)--> ObjectOrientedProgramming --teaches(rev)--> Sara --has_user_account--> Sara_12 --member_of--> OOPTeachers --usergroup_of--> OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain]. 'Motrain' is an element related to 'Motrain'."
lesson 5 for the course Object Oriented Programming,Motrain,0.08412797676110619,Weak,9,False,lesson 5 for the course Object Oriented Programming --comment(rev)--> Polymorphism --hasPreLesson--> Inheritance --contains--> Inheritance_vs_Composition --has_reference--> RFK_L4_R5 --indexed_by--> JavaInheritanceComposition --is_visible_for--> OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain,"The game element 'Motrain' is proposed as an exploratory suggestion for the topic 'lesson 5 for the course Object Oriented Programming' (neuro-symbolic score: 0.084 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [lesson 5 for the course Object Oriented Programming --comment(rev)--> Polymorphism --hasPreLesson--> Inheritance --contains--> Inheritance_vs_Composition --has_reference--> RFK_L4_R5 --indexed_by--> JavaInheritanceComposition --is_visible_for--> OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain]. 'Motrain' is an element related to 'Motrain'."
leçon 5 du cours Programmation Orientée Objet,Motrain,0.08412797676110619,Weak,9,False,leçon 5 du cours Programmation Orientée Objet --comment(rev)--> Polymorphism --hasPreLesson--> Inheritance --contains--> Inheritance_vs_Composition --has_reference--> RFK_L4_R5 --indexed_by--> JavaInheritanceComposition --is_visible_for--> OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain,"The game element 'Motrain' is proposed as an exploratory suggestion for the topic 'leçon 5 du cours Programmation Orientée Objet' (neuro-symbolic score: 0.084 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [leçon 5 du cours Programmation Orientée Objet --comment(rev)--> Polymorphism --hasPreLesson--> Inheritance --contains--> Inheritance_vs_Composition --has_reference--> RFK_L4_R5 --indexed_by--> JavaInheritanceComposition --is_visible_for--> OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain]. 'Motrain' is an element related to 'Motrain'."
Stimulus,Stash,0.08412742425234368,Weak,9,False,Stimulus --allValuesFrom(rev)--> _:b5 --domain(rev)--> has_host --range--> EducationalInstitution --domain(rev)--> offersCourse --range--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic 'Stimulus' (neuro-symbolic score: 0.084 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [Stimulus --allValuesFrom(rev)--> _:b5 --domain(rev)--> has_host --range--> EducationalInstitution --domain(rev)--> offersCourse --range--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
detects,Stash,0.08412742425234368,Weak,9,False,detects --onProperty(rev)--> _:b5 --domain(rev)--> has_host --range--> EducationalInstitution --domain(rev)--> offersCourse --range--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic 'detects' (neuro-symbolic score: 0.084 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [detects --onProperty(rev)--> _:b5 --domain(rev)--> has_host --range--> EducationalInstitution --domain(rev)--> offersCourse --range--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
familyName,Tiny_stash,0.08412190233025352,Weak,9,False,familyName --domain--> SpatialThing --domain(rev)--> designLesson --range--> Lesson --range(rev)--> consists_of --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Variables --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic 'familyName' (neuro-symbolic score: 0.084 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [familyName --domain--> SpatialThing --domain(rev)--> designLesson --range--> Lesson --range(rev)--> consists_of --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Variables --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
schoolHomepage,Tiny_stash,0.08412190233025352,Weak,9,False,schoolHomepage --domain--> SpatialThing --domain(rev)--> designLesson --range--> Lesson --range(rev)--> consists_of --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Variables --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic 'schoolHomepage' (neuro-symbolic score: 0.084 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [schoolHomepage --domain--> SpatialThing --domain(rev)--> designLesson --range--> Lesson --range(rev)--> consists_of --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Variables --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
shortDescription,Tiny_stash,0.08412184809002679,Weak,9,False,shortDescription --domain--> Resource --domain(rev)--> topic --domain--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic 'shortDescription' (neuro-symbolic score: 0.084 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [shortDescription --domain--> Resource --domain(rev)--> topic --domain--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
workInfoHomepage,Tiny_stash,0.08412184809002679,Weak,9,False,workInfoHomepage --domain--> Person --range(rev)--> isComposedOf --domain--> Audience --range(rev)--> hasTargetAudience --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Variables --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic 'workInfoHomepage' (neuro-symbolic score: 0.084 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [workInfoHomepage --domain--> Person --range(rev)--> isComposedOf --domain--> Audience --range(rev)--> hasTargetAudience --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Variables --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
plan,Tiny_stash,0.08412184809002679,Weak,9,False,plan --domain--> Person --range(rev)--> isComposedOf --domain--> Audience --range(rev)--> hasTargetAudience --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Variables --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic 'plan' (neuro-symbolic score: 0.084 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [plan --domain--> Person --range(rev)--> isComposedOf --domain--> Audience --range(rev)--> hasTargetAudience --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Variables --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
presentedAt,Tiny_stash,0.08412184809002679,Weak,9,False,presentedAt --domain--> Resource --domain(rev)--> topic --domain--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic 'presentedAt' (neuro-symbolic score: 0.084 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [presentedAt --domain--> Resource --domain(rev)--> topic --domain--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
